ID,Name,Parent,Mass (kg),Radius (m),Semi-Major Axis,Eccentricity,Inclination,Longitude of Ascending Node,Arg of Peri,True anomaly,Epoch (JD)
0,Sun,-1,1.99E+30,696300000,0,0,0,0,0,0,2457000.5
1,Venus,0,4.87E+24,605180000,1.08E+11,0.00677323,3.39,76.68069,54.85,151.524,2457000.5
2,Earth,0,5.97E+24,637810000,1.50E+11,0.0167,0,348.73936,114.21,332.8465,2457000.5
3,Jupiter,0,1.90E+27,7149200000,7.79E+11,0.04839266,1.304,100.55615,274.2,117.2536,2457000.5
